A,p,t,R_train_A_p,R_validation_A_p
0,0.1,3.58,0.67,0.28
1,0.1,9.44,1.0,0.24
2,0.1,0.48,1.0,0.19
3,0.1,0.5,1.0,0.19
4,0.1,0.69,1.0,0.19
5,0.1,5.68,0.69,0.28
6,0.1,12.04,1.0,0.22
7,0.1,0.28,1.0,0.2
8,0.1,0.65,1.0,0.2
9,0.1,0.79,1.0,0.2
10,0.1,13.11,1.0,0.16
11,0.1,19.23,1.0,0.21
12,0.1,37.42,1.0,0.23
13,0.1,12.65,1.0,0.28
14,0.1,34.51,1.0,0.28
15,0.1,18.18,1.0,0.16
16,0.1,8.23,0.78,0.21
17,0.1,21.79,0.66,0.24
18,0.1,20.83,0.54,0.29
19,0.1,33.35,0.48,0.3
20,0.1,73.85,0.65,0.39
21,0.1,94.06,0.65,0.39
22,0.1,71.39,0.66,0.4
23,0.1,57.35,0.63,0.42
24,0.1,45.09,0.65,0.39
25,0.1,88.25,0.77,0.37
26,0.1,85.99,0.79,0.38
27,0.1,122.46,0.77,0.37
28,0.1,89.74,0.77,0.32
29,0.1,161.64,0.77,0.33
30,0.1,1.21,0.19,0.19
31,0.1,1.45,0.3,0.27
32,0.1,1.25,0.3,0.27
33,0.1,1.77,0.3,0.27
34,0.1,1.91,0.3,0.27
35,0.1,1.21,0.28,0.27
36,0.1,0.89,0.3,0.27
37,0.1,0.48,0.3,0.27
38,0.1,0.78,0.3,0.27
39,0.1,1.0,0.3,0.27
18,0.2,44.8,None,None
