A,p,t,R_train_A_p,R_validation_A_p
38,0.1,0.17,0.99,0.38
38,0.2,0.31,0.91,0.44
38,0.3,0.47,0.85,0.48
38,0.4,0.56,0.81,0.49
38,0.5,0.7,0.79,0.48
38,0.6,0.76,0.78,0.5
38,0.7,0.88,0.76,0.5
38,0.8,0.98,0.76,0.5
38,0.9,1.1,0.74,0.5
38,1.0,1.13,0.73,0.52
35,0.1,0.13,0.94,0.37
35,0.2,0.24,0.85,0.45
35,0.3,0.33,0.78,0.49
35,0.4,0.43,0.72,0.5
35,0.5,0.55,0.71,0.49
35,0.6,0.64,0.7,0.5
35,0.7,0.76,0.68,0.5
35,0.8,0.83,0.68,0.51
35,0.9,0.96,0.66,0.51
35,1.0,1.04,0.65,0.52
27,0.1,3.89,1.0,0.36
20,0.1,2.55,1.0,0.36
27,0.2,7.1,1.0,0.39
27,0.3,13.16,1.0,0.37
27,0.4,19.2,1.0,0.39
27,0.5,27.85,1.0,0.43
27,0.6,34.13,1.0,0.44
27,0.7,37.85,1.0,0.43
27,0.8,46.96,1.0,0.47
27,0.9,51.16,1.0,0.44
27,1.0,63.37,1.0,0.51
20,0.2,4.52,1.0,0.42
20,0.3,6.01,1.0,0.45
20,0.4,8.74,1.0,0.47
20,0.5,11.09,1.0,0.46
20,0.6,11.05,1.0,0.46
20,0.7,15.63,1.0,0.42
20,0.8,18.18,1.0,0.41
20,0.9,27.02,1.0,0.45
20,1.0,24.7,1.0,0.47
34,0.1,0.45,0.99,0.38
34,0.2,0.69,0.91,0.44
34,0.3,1.03,0.85,0.48
34,0.4,1.25,0.81,0.49
34,0.5,1.6,0.79,0.48
34,0.6,1.71,0.78,0.5
34,0.7,2.02,0.76,0.5
34,0.8,2.27,0.76,0.5
34,0.9,2.5,0.74,0.5
34,1.0,2.56,0.73,0.52
14,0.1,4.32,1.0,0.44
14,0.2,8.59,1.0,0.5
14,0.3,16.97,1.0,0.52
14,0.4,26.02,1.0,0.56
14,0.5,37.67,1.0,0.54
14,0.6,51.43,1.0,0.56
14,0.7,60.22,1.0,0.56
14,0.8,78.35,1.0,0.56
14,0.9,95.2,1.0,0.58
14,1.0,101.46,1.0,0.58
26,0.1,1.75,1.0,0.36
26,0.2,3.72,1.0,0.39
26,0.3,7.21,1.0,0.39
26,0.4,10.49,1.0,0.41
26,0.5,13.07,1.0,0.45
26,0.6,16.77,1.0,0.44
26,0.7,18.39,1.0,0.43
26,0.8,20.61,1.0,0.47
26,0.9,25.04,1.0,0.44
26,1.0,29.91,1.0,0.51
39,0.1,0.17,0.99,0.38
22,0.1,3.23,1.0,0.36
22,0.2,5.79,1.0,0.34
22,0.3,8.21,1.0,0.38
22,0.4,10.87,1.0,0.38
22,0.5,13.95,1.0,0.41
22,0.6,16.98,1.0,0.43
22,0.7,22.98,1.0,0.39
22,0.8,24.35,1.0,0.37
22,0.9,3.07,None,None
