A,p,t,R_train_A_p,R_validation_A_p
33,0.1,1.77,0.3,0.27
33,0.2,3.49,0.3,0.3
33,0.3,5.54,0.31,0.32
33,0.4,7.39,0.31,0.31
33,0.5,8.68,0.32,0.32
33,0.6,11.12,0.33,0.33
33,0.7,12.41,0.33,0.34
33,0.8,15.14,0.33,0.35
33,0.9,16.73,0.33,0.36
33,1.0,17.48,0.33,0.36
31,0.1,1.45,0.3,0.27
31,0.2,2.89,0.3,0.29
31,0.3,4.29,0.31,0.3
31,0.4,5.65,0.31,0.3
31,0.5,7.05,0.31,0.31
31,0.6,8.52,0.32,0.31
31,0.7,9.92,0.32,0.31
31,0.8,11.34,0.32,0.32
31,0.9,12.9,0.32,0.32
31,1.0,14.27,0.32,0.32
37,0.1,0.48,0.3,0.27
37,0.2,0.9,0.3,0.3
37,0.3,1.3,0.31,0.31
37,0.4,1.75,0.31,0.31
37,0.5,2.13,0.31,0.32
37,0.6,2.73,0.32,0.33
37,0.7,3.54,0.33,0.34
37,0.8,4.26,0.33,0.34
37,0.9,4.82,0.33,0.35
37,1.0,5.4,0.33,0.36
6,0.1,12.04,1.0,0.22
6,0.2,26.77,0.96,0.24
6,0.3,41.58,0.89,0.23
6,0.4,57.85,0.84,0.28
6,0.5,74.73,0.8,0.26
6,0.6,90.92,0.77,0.26
6,0.7,106.52,0.75,0.28
6,0.8,124.71,0.73,0.29
6,0.9,142.08,0.72,0.29
6,1.0,160.2,0.71,0.32
32,0.1,1.25,0.3,0.27
32,0.2,2.48,0.3,0.3
32,0.3,3.67,0.31,0.31
32,0.4,5.2,0.31,0.31
32,0.5,6.71,0.31,0.31
32,0.6,8.14,0.32,0.34
32,0.7,9.9,0.33,0.34
32,0.8,11.09,0.33,0.34
32,0.9,12.87,0.33,0.35
32,1.0,13.73,0.33,0.35
29,0.1,82.22,None,None
