A,p,t,R_train_A_p,R_validation_A_p
33,0.1,0.47,0.98,0.38
33,0.2,0.74,0.91,0.44
33,0.3,1.26,0.85,0.48
33,0.4,1.34,0.79,0.49
33,0.5,1.85,0.79,0.49
33,0.6,1.97,0.78,0.5
33,0.7,2.41,0.76,0.5
33,0.8,2.67,0.76,0.5
33,0.9,2.96,0.74,0.5
33,1.0,2.96,0.73,0.52
31,0.1,0.27,0.9,0.36
31,0.2,0.45,0.76,0.41
31,0.3,0.63,0.71,0.48
31,0.4,0.78,0.65,0.48
31,0.5,0.92,0.63,0.48
31,0.6,1.11,0.62,0.48
31,0.7,1.23,0.6,0.49
31,0.8,1.4,0.61,0.49
31,0.9,1.59,0.6,0.5
31,1.0,1.71,0.59,0.51
37,0.1,0.16,0.99,0.38
37,0.2,0.27,0.91,0.44
37,0.3,0.43,0.85,0.48
37,0.4,0.53,0.81,0.49
37,0.5,0.66,0.79,0.48
37,0.6,0.72,0.78,0.5
37,0.7,0.85,0.76,0.5
37,0.8,0.95,0.76,0.5
37,0.9,1.05,0.74,0.5
37,1.0,1.08,0.73,0.52
6,0.1,3.2,1.0,0.1
6,0.2,5.32,1.0,0.15
6,0.3,7.96,1.0,0.26
6,0.4,10.86,1.0,0.37
6,0.5,14.44,1.0,0.39
6,0.6,17.68,1.0,0.39
6,0.7,21.36,1.0,0.44
6,0.8,22.94,1.0,0.47
6,0.9,28.55,1.0,0.41
6,1.0,32.49,1.0,0.49
32,0.1,0.34,0.97,0.38
29,0.1,4.96,1.0,0.35
32,0.2,0.54,0.89,0.44
32,0.3,0.86,0.84,0.48
32,0.4,0.95,0.78,0.5
32,0.5,1.23,0.77,0.49
32,0.6,1.38,0.75,0.5
32,0.7,1.67,0.74,0.5
32,0.8,1.82,0.73,0.51
32,0.9,2.17,0.72,0.51
32,1.0,2.18,0.71,0.52
38,0.1,0.17,0.99,0.38
38,0.2,0.31,0.91,0.44
38,0.3,0.47,0.85,0.48
38,0.4,0.56,0.81,0.49
38,0.5,0.7,0.79,0.48
38,0.6,0.76,0.78,0.5
38,0.7,0.88,0.76,0.5
38,0.8,0.98,0.76,0.5
38,0.9,1.1,0.74,0.5
38,1.0,1.13,0.73,0.52
29,0.2,9.71,1.0,0.39
29,0.3,13.81,1.0,0.38
29,0.4,18.2,1.0,0.41
29,0.5,23.69,1.0,0.45
29,0.6,29.25,1.0,0.45
29,0.7,34.71,1.0,0.43
29,0.8,38.27,1.0,0.47
29,0.9,45.29,1.0,0.44
29,1.0,48.7,1.0,0.5
3,0.1,0.31,1.0,0.18
3,0.2,0.18,1.0,0.12
3,0.3,0.26,1.0,0.17
3,0.4,0.32,1.0,0.15
3,0.5,0.4,1.0,0.16
3,0.6,0.48,1.0,0.15
3,0.7,0.55,1.0,0.22
3,0.8,0.63,1.0,0.19
3,0.9,0.75,1.0,0.18
3,1.0,0.77,1.0,0.19
25,0.1,7.05,1.0,0.34
25,0.2,16.83,1.0,0.37
25,0.3,24.03,1.0,0.44
25,0.4,37.74,1.0,0.46
25,0.5,45.58,1.0,0.47
25,0.6,48.38,1.0,0.46
25,0.7,61.69,1.0,0.47
25,0.8,74.16,1.0,0.48
25,0.9,74.28,1.0,0.46
25,1.0,91.84,1.0,0.51
34,0.1,0.45,0.99,0.38
34,0.2,0.69,0.91,0.44
34,0.3,1.03,0.85,0.48
34,0.4,1.25,0.81,0.49
34,0.5,1.6,0.79,0.48
34,0.6,1.71,0.78,0.5
34,0.7,2.02,0.76,0.5
34,0.8,2.27,0.76,0.5
34,0.9,2.5,0.74,0.5
34,1.0,2.56,0.73,0.52
39,0.1,0.17,0.99,0.38
39,0.2,0.23,0.91,0.44
39,0.3,0.35,0.85,0.48
39,0.4,0.48,0.81,0.49
39,0.5,0.63,0.79,0.48
39,0.6,0.69,0.78,0.5
39,0.7,0.82,0.76,0.5
39,0.8,0.96,0.76,0.5
39,0.9,1.06,0.74,0.5
39,1.0,1.12,0.73,0.52
9,0.1,0.29,1.0,0.15
9,0.2,0.18,1.0,0.13
9,0.3,0.26,1.0,0.19
9,0.4,0.35,1.0,0.21
9,0.5,0.45,1.0,0.24
9,0.6,0.53,1.0,0.22
9,0.7,0.62,1.0,0.26
9,0.8,0.78,1.0,0.18
9,0.9,0.97,1.0,0.22
9,1.0,0.94,1.0,0.19
15,0.1,3.76,1.0,0.24
17,0.1,8.49,0.96,0.38
15,0.2,9.25,1.0,0.26
15,0.3,16.63,1.0,0.29
15,0.4,24.71,1.0,0.3
15,0.5,34.84,1.0,0.32
15,0.6,45.5,1.0,0.32
15,0.7,55.62,None,None
