A,p,t,R_train_A_p,R_validation_A_p
32,0.1,1.8,0.69,0.38
33,0.1,2.5,0.79,0.37
34,0.1,1.81,0.8,0.37
35,0.1,0.74,0.72,0.36
36,0.1,0.5,0.79,0.37
0,0.1,3.15,0.01,0.01
38,0.1,0.74,0.8,0.37
10,0.1,3.83,1.0,-0.17
32,0.2,3.3,0.63,0.43
33,0.2,4.85,0.76,0.42
34,0.2,3.43,0.78,0.41
35,0.2,1.33,0.67,0.4
36,0.2,0.96,0.77,0.41
0,0.2,7.83,0.01,0.0
38,0.2,1.35,0.78,0.41
10,0.2,10.01,1.0,-0.2
32,0.3,4.87,0.61,0.46
33,0.3,7.2,0.75,0.45
34,0.3,5.28,0.78,0.44
35,0.3,1.84,0.64,0.42
36,0.3,1.52,0.75,0.44
0,0.3,8.61,0.0,0.0
38,0.3,2.03,0.78,0.44
10,0.3,18.78,1.0,-0.04
32,0.4,6.16,0.59,0.48
33,0.4,9.17,0.74,0.47
34,0.4,6.93,0.76,0.46
35,0.4,2.36,0.62,0.44
36,0.4,1.87,0.75,0.46
0,0.4,13.87,0.01,0.01
38,0.4,2.56,0.76,0.46
10,0.4,31.03,1.0,0.07
32,0.5,7.73,0.58,0.48
33,0.5,12.25,0.72,0.47
34,0.5,10.2,0.75,0.47
35,0.5,2.78,0.6,0.44
36,0.5,2.28,0.74,0.47
0,0.5,22.3,0.01,0.02
38,0.5,3.25,0.76,0.47
10,0.5,44.24,1.0,0.12
32,0.6,8.94,0.57,0.49
33,0.6,14.5,0.71,0.47
34,0.6,10.65,0.75,0.47
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,13.18,0.55,0.5
32,1,5.61,None,None
