A,p,t,R_train_A_p,R_validation_A_p
36,0.1,0.12,0.97,0.38
36,0.2,0.19,0.9,0.44
36,0.3,0.29,0.85,0.48
36,0.4,0.33,0.78,0.49
36,0.5,0.44,0.78,0.49
36,0.6,0.53,0.77,0.51
36,0.7,0.6,0.75,0.5
36,0.8,0.68,0.74,0.51
36,0.9,0.8,0.73,0.51
36,1.0,0.86,0.72,0.52
6,0.1,3.2,1.0,0.1
6,0.2,5.32,1.0,0.15
6,0.3,7.96,1.0,0.26
6,0.4,10.86,1.0,0.37
6,0.5,14.44,1.0,0.39
6,0.6,17.68,1.0,0.39
6,0.7,21.36,1.0,0.44
6,0.8,22.94,1.0,0.47
6,0.9,28.55,1.0,0.41
6,1.0,32.49,1.0,0.49
0,0.1,2.08,1.0,0.34
0,0.2,2.8,1.0,0.36
0,0.3,4.12,1.0,0.36
0,0.4,5.34,1.0,0.42
0,0.5,6.68,1.0,0.39
0,0.6,7.95,1.0,0.43
0,0.7,9.21,1.0,0.4
0,0.8,10.5,1.0,0.36
0,0.9,13.22,1.0,0.44
0,1.0,16.18,1.0,0.44
24,0.1,3.05,1.0,0.36
24,0.2,4.13,1.0,0.34
24,0.3,6.79,1.0,0.37
24,0.4,9.11,1.0,0.38
24,0.5,11.63,1.0,0.41
24,0.6,15.77,1.0,0.43
24,0.7,20.35,1.0,0.37
24,0.8,24.68,1.0,0.39
24,0.9,32.72,1.0,0.4
24,1.0,40.77,1.0,0.46
21,0.1,3.59,1.0,0.37
21,0.2,5.94,1.0,0.35
21,0.3,8.98,1.0,0.38
21,0.4,13.82,1.0,0.41
21,0.5,14.01,1.0,0.42
21,0.6,17.37,1.0,0.42
21,0.7,23.98,1.0,0.41
21,0.8,27.19,1.0,0.38
21,0.9,30.7,1.0,0.42
21,1.0,35.86,1.0,0.45
23,0.1,3.18,1.0,0.36
23,0.2,5.58,1.0,0.35
23,0.3,8.49,1.0,0.37
23,0.4,12.06,1.0,0.38
23,0.5,14.85,1.0,0.42
23,0.6,16.96,1.0,0.43
23,0.7,24.91,1.0,0.37
23,0.8,29.48,1.0,0.38
23,0.9,29.06,1.0,0.41
23,1.0,35.76,1.0,0.45
28,0.1,4.95,1.0,0.35
28,0.2,8.77,1.0,0.39
28,0.3,13.51,1.0,0.38
28,0.4,17.63,1.0,0.4
28,0.5,21.4,1.0,0.45
28,0.6,29.04,1.0,0.45
28,0.7,33.23,1.0,0.43
28,0.8,34.98,1.0,0.47
28,0.9,43.64,1.0,0.44
28,1.0,46.59,1.0,0.5
14,0.1,4.32,1.0,0.44
14,0.2,8.59,1.0,0.5
14,0.3,16.97,1.0,0.52
14,0.4,26.02,1.0,0.56
14,0.5,37.67,1.0,0.54
14,0.6,51.43,1.0,0.56
14,0.7,22.77,None,None
