A,p,t,R_train_A_p,R_validation_A_p
5,0.1,3.19,0.89,0.35
6,0.1,3.98,1.0,0.37
7,0.1,0.22,1.0,0.29
8,0.1,0.3,1.0,0.29
9,0.1,0.24,1.0,0.29
12,0.1,7.67,1.0,0.13
10,0.1,2.57,1.0,0.11
39,0.1,0.9,0.44,0.35
30,0.1,1.32,0.33,0.34
35,0.1,0.76,0.42,0.33
31,0.1,1.73,0.41,0.35
38,0.1,0.9,0.44,0.35
32,0.1,2.53,0.44,0.34
24,0.1,17.93,1.0,0.29
25,0.1,62.74,1.0,0.33
23,0.1,52.96,1.0,0.31
27,0.1,28.34,1.0,0.34
9,0.2,0.45,1.0,0.31
8,0.2,0.54,1.0,0.31
7,0.2,0.4,1.0,0.31
6,0.2,9.53,1.0,0.41
5,0.2,6.1,0.68,0.34
39,0.2,1.64,0.44,0.38
38,0.2,1.71,0.44,0.38
35,0.2,1.42,0.42,0.37
32,0.2,4.16,0.44,0.39
31,0.2,2.98,0.42,0.39
30,0.2,2.35,0.33,0.35
25,0.2,126.66,1.0,0.37
24,0.2,56.39,0.97,0.33
9,0.3,0.7,1.0,0.33
24,0.4,114.75,0.73,0.41
5,0.4,12.73,0.54,0.35
9,0.5,1.2,1.0,0.34
24,0.5,140.3,0.7,0.43
5,0.5,16.01,0.53,0.36
9,0.6,1.5,1.0,0.32
5,0.6,18.86,0.52,0.35
24,0.6,168.62,0.67,0.46
6,0.6,35.84,0.99,0.38
9,0.7,1.75,1.0,0.36
6,0.8,48.48,0.95,0.38
5,0.8,25.48,0.48,0.39
9,0.9,2.55,1.0,0.35
6,0.9,55.98,0.92,0.37
5,0.9,28.85,0.46,0.39
7,0.9,78.39,1.0,0.44
8,0.9,2.98,1.0,0.35
9,1.0,2.72,1.0,0.37
7,1.0,39.7,None,None
