A,p,t,R_train_A_p,R_validation_A_p
34,0.1,0.45,0.99,0.38
37,0.1,0.16,0.99,0.38
32,0.1,0.34,0.97,0.38
35,0.1,0.13,0.94,0.37
39,0.1,0.17,0.99,0.38
31,0.1,0.27,0.9,0.36
33,0.1,0.47,0.98,0.38
36,0.1,0.12,0.97,0.38
30,0.1,0.11,0.23,0.03
38,0.1,0.17,0.99,0.38
28,0.1,4.95,1.0,0.35
25,0.1,7.05,1.0,0.34
23,0.1,3.18,1.0,0.36
29,0.1,4.96,1.0,0.35
9,0.1,0.29,1.0,0.15
8,0.1,0.3,1.0,0.15
7,0.1,0.34,1.0,0.15
6,0.1,3.2,1.0,0.1
5,0.1,2.39,1.0,0.31
21,0.1,3.59,1.0,0.37
27,0.1,3.89,1.0,0.36
24,0.1,3.05,1.0,0.36
22,0.1,3.23,1.0,0.36
20,0.1,2.55,1.0,0.36
26,0.1,1.75,1.0,0.36
4,0.1,0.18,1.0,0.18
3,0.1,0.31,1.0,0.18
2,0.1,0.31,1.0,0.18
1,0.1,2.79,1.0,0.12
0,0.1,2.08,1.0,0.34
16,0.1,2.98,0.98,0.32
17,0.1,8.49,0.96,0.38
19,0.1,3.24,0.88,0.42
10,0.1,3.24,1.0,0.24
14,0.1,4.32,1.0,0.44
18,0.1,8.59,0.92,0.43
11,0.1,4.01,1.0,0.32
12,0.1,3.25,1.0,0.38
13,0.1,4.67,1.0,0.43
15,0.1,3.76,1.0,0.24
9,0.2,0.18,1.0,0.13
8,0.2,0.19,1.0,0.13
7,0.2,0.19,1.0,0.13
6,0.2,5.32,1.0,0.15
5,0.2,3.27,1.0,0.36
4,0.2,0.09,1.0,0.12
39,0.2,0.23,0.91,0.44
38,0.2,0.31,0.91,0.44
37,0.2,0.27,0.91,0.44
36,0.2,0.19,0.9,0.44
35,0.2,0.24,0.85,0.45
34,0.2,0.69,0.91,0.44
33,0.2,0.74,0.91,0.44
32,0.2,0.54,0.89,0.44
31,0.2,0.45,0.76,0.41
30,0.2,0.2,0.23,0.06
3,0.2,0.18,1.0,0.12
29,0.2,9.71,1.0,0.39
28,0.2,8.77,1.0,0.39
27,0.2,7.1,1.0,0.39
26,0.2,3.72,1.0,0.39
25,0.2,16.83,1.0,0.37
24,0.2,4.13,1.0,0.34
23,0.2,5.58,1.0,0.35
22,0.2,5.79,1.0,0.34
21,0.2,5.94,1.0,0.35
20,0.2,4.52,1.0,0.42
2,0.2,0.18,1.0,0.12
19,0.2,7.34,0.87,0.49
18,0.2,19.25,0.92,0.47
17,0.2,19.11,0.96,0.42
16,0.2,5.91,0.98,0.35
14,0.2,8.59,1.0,0.5
13,0.2,11.29,1.0,0.48
9,0.3,0.26,1.0,0.19
8,0.3,0.27,1.0,0.19
7,0.3,0.28,1.0,0.19
6,0.3,7.96,1.0,0.26
5,0.3,4.34,1.0,0.38
4,0.3,0.14,1.0,0.17
39,0.3,0.35,0.85,0.48
38,0.3,0.47,0.85,0.48
37,0.3,0.43,0.85,0.48
36,0.3,0.29,0.85,0.48
35,0.3,0.33,0.78,0.49
34,0.3,1.03,0.85,0.48
33,0.3,1.26,0.85,0.48
32,0.3,0.86,0.84,0.48
31,0.3,0.63,0.71,0.48
30,0.3,0.29,0.18,0.06
3,0.3,0.26,1.0,0.17
29,0.3,13.81,1.0,0.38
28,0.3,13.51,1.0,0.38
27,0.3,13.16,1.0,0.37
26,0.3,7.21,1.0,0.39
25,0.3,24.03,1.0,0.44
24,0.3,6.79,1.0,0.37
23,0.3,8.49,1.0,0.37
22,0.3,8.21,1.0,0.38
9,0.4,0.35,1.0,0.21
8,0.4,0.37,1.0,0.21
7,0.4,0.37,1.0,0.21
6,0.4,10.86,1.0,0.37
5,0.4,5.42,1.0,0.4
4,0.4,0.18,1.0,0.15
39,0.4,0.48,0.81,0.49
38,0.4,0.56,0.81,0.49
37,0.4,0.53,0.81,0.49
36,0.4,0.33,0.78,0.49
35,0.4,0.43,0.72,0.5
34,0.4,1.25,0.81,0.49
33,0.4,1.34,0.79,0.49
32,0.4,0.95,0.78,0.5
31,0.4,0.78,0.65,0.48
30,0.4,0.39,0.15,0.06
3,0.4,0.32,1.0,0.15
29,0.4,18.2,1.0,0.41
28,0.4,17.63,1.0,0.4
27,0.4,19.2,1.0,0.39
26,0.4,10.49,1.0,0.41
25,0.4,37.74,1.0,0.46
24,0.4,9.11,1.0,0.38
9,0.5,0.45,1.0,0.24
8,0.5,0.48,1.0,0.24
7,0.5,0.47,1.0,0.24
6,0.5,14.44,1.0,0.39
5,0.5,6.46,1.0,0.43
4,0.5,0.22,1.0,0.16
39,0.5,0.63,0.79,0.48
38,0.5,0.7,0.79,0.48
37,0.5,0.66,0.79,0.48
36,0.5,0.44,0.78,0.49
35,0.5,0.55,0.71,0.49
34,0.5,1.6,0.79,0.48
33,0.5,1.85,0.79,0.49
32,0.5,1.23,0.77,0.49
31,0.5,0.92,0.63,0.48
30,0.5,0.5,0.17,0.07
3,0.5,0.4,1.0,0.16
29,0.5,23.69,1.0,0.45
28,0.5,21.4,1.0,0.45
27,0.5,27.85,1.0,0.43
26,0.5,13.07,1.0,0.45
9,0.6,0.53,1.0,0.22
8,0.6,0.57,1.0,0.22
7,0.6,17.08,1.0,0.19
6,0.6,17.68,1.0,0.39
5,0.6,7.53,1.0,0.43
4,0.6,0.27,1.0,0.15
39,0.6,0.69,0.78,0.5
38,0.6,0.76,0.78,0.5
37,0.6,0.72,0.78,0.5
36,0.6,0.53,0.77,0.51
35,0.6,0.64,0.7,0.5
34,0.6,1.71,0.78,0.5
33,0.6,1.97,0.78,0.5
32,0.6,1.38,0.75,0.5
31,0.6,1.11,0.62,0.48
30,0.6,0.6,0.15,0.07
3,0.6,0.48,1.0,0.15
29,0.6,29.25,1.0,0.45
28,0.6,29.04,1.0,0.45
27,0.6,34.13,1.0,0.44
9,0.7,0.62,1.0,0.26
8,0.7,0.68,1.0,0.26
7,0.7,21.59,1.0,0.19
6,0.7,21.36,1.0,0.44
5,0.7,8.51,1.0,0.35
4,0.7,0.32,1.0,0.22
39,0.7,0.82,0.76,0.5
38,0.7,0.88,0.76,0.5
37,0.7,0.85,0.76,0.5
36,0.7,0.6,0.75,0.5
35,0.7,0.76,0.68,0.5
34,0.7,2.02,0.76,0.5
33,0.7,2.41,0.76,0.5
32,0.7,1.67,0.74,0.5
31,0.7,1.23,0.6,0.49
30,0.7,0.7,0.13,0.08
3,0.7,0.55,1.0,0.22
29,0.7,34.71,1.0,0.43
28,0.7,33.23,1.0,0.43
9,0.8,0.78,1.0,0.18
8,0.8,0.78,1.0,0.18
7,0.8,26.03,1.0,0.18
6,0.8,22.94,1.0,0.47
5,0.8,9.43,1.0,0.45
4,0.8,0.37,1.0,0.19
9,0.9,0.97,1.0,0.22
8,0.9,0.91,1.0,0.22
7,0.9,30.95,1.0,0.17
6,0.9,28.55,1.0,0.41
5,0.9,10.58,1.0,0.46
28,0.9,43.64,1.0,0.44
34,0.9,2.5,0.74,0.5
9,1.0,0.94,1.0,0.19
8,1.0,0.99,1.0,0.19
7,1.0,36.8,1.0,0.17
6,1.0,32.49,1.0,0.49
5,1.0,12.38,1.0,0.44
4,1.0,0.44,1.0,0.19
28,1.0,31.03,None,None
