A,p,t,R_train_A_p,R_validation_A_p
26,0.1,1.75,1.0,0.36
26,0.2,3.72,1.0,0.39
26,0.3,7.21,1.0,0.39
26,0.4,10.49,1.0,0.41
26,0.5,13.07,1.0,0.45
26,0.6,16.77,1.0,0.44
26,0.7,18.39,1.0,0.43
26,0.8,20.61,1.0,0.47
26,0.9,25.04,1.0,0.44
26,1.0,29.91,1.0,0.51
20,0.1,2.55,1.0,0.36
20,0.2,4.52,1.0,0.42
20,0.3,6.01,1.0,0.45
20,0.4,8.74,1.0,0.47
20,0.5,11.09,1.0,0.46
20,0.6,11.05,1.0,0.46
20,0.7,15.63,1.0,0.42
20,0.8,18.18,1.0,0.41
20,0.9,27.02,1.0,0.45
20,1.0,24.7,1.0,0.47
35,0.1,0.13,0.94,0.37
35,0.2,0.24,0.85,0.45
35,0.3,0.33,0.78,0.49
35,0.4,0.43,0.72,0.5
35,0.5,0.55,0.71,0.49
35,0.6,0.64,0.7,0.5
35,0.7,0.76,0.68,0.5
35,0.8,0.83,0.68,0.51
35,0.9,0.96,0.66,0.51
35,1.0,1.04,0.65,0.52
24,0.1,3.05,1.0,0.36
24,0.2,4.13,1.0,0.34
24,0.3,6.79,1.0,0.37
24,0.4,9.11,1.0,0.38
24,0.5,11.63,1.0,0.41
24,0.6,15.77,1.0,0.43
24,0.7,20.35,1.0,0.37
24,0.8,24.68,1.0,0.39
24,0.9,32.72,1.0,0.4
24,1.0,40.77,1.0,0.46
39,0.1,0.17,0.99,0.38
39,0.2,0.23,0.91,0.44
39,0.3,0.35,0.85,0.48
39,0.4,0.48,0.81,0.49
39,0.5,0.63,0.79,0.48
39,0.6,0.69,0.78,0.5
39,0.7,0.82,0.76,0.5
39,0.8,0.96,0.76,0.5
39,0.9,1.06,0.74,0.5
39,1.0,1.12,0.73,0.52
21,0.1,3.59,1.0,0.37
21,0.2,5.94,1.0,0.35
21,0.3,8.98,1.0,0.38
21,0.4,13.82,1.0,0.41
21,0.5,14.01,1.0,0.42
21,0.6,17.37,1.0,0.42
21,0.7,23.98,1.0,0.41
21,0.8,27.19,1.0,0.38
21,0.9,30.7,1.0,0.42
21,1.0,35.86,1.0,0.45
19,0.1,3.24,0.88,0.42
19,0.2,7.34,0.87,0.49
19,0.3,13.49,0.88,0.5
19,0.4,20.15,0.87,0.54
19,0.5,26.94,0.88,0.53
19,0.6,36.02,0.88,0.55
19,0.7,41.82,0.89,0.55
19,0.8,55.99,0.89,0.55
19,0.9,67.88,0.89,0.57
19,1.0,78.12,0.89,0.58
34,0.1,0.45,0.99,0.38
34,0.2,0.69,0.91,0.44
34,0.3,1.03,0.85,0.48
34,0.4,1.25,0.81,0.49
34,0.5,1.6,0.79,0.48
34,0.6,1.71,0.78,0.5
34,0.7,2.02,0.76,0.5
34,0.8,2.27,0.76,0.5
34,0.9,2.5,0.74,0.5
34,1.0,2.56,0.73,0.52
6,0.1,3.2,1.0,0.1
6,0.2,5.32,1.0,0.15
6,0.3,7.96,1.0,0.26
6,0.4,10.86,1.0,0.37
6,0.5,14.44,1.0,0.39
6,0.6,17.68,1.0,0.39
6,0.7,21.36,1.0,0.44
6,0.8,22.94,1.0,0.47
6,0.9,28.55,1.0,0.41
6,1.0,32.49,1.0,0.49
36,0.1,0.12,0.97,0.38
36,0.2,0.19,0.9,0.44
36,0.3,0.29,0.85,0.48
36,0.4,0.33,0.78,0.49
36,0.5,0.44,0.78,0.49
36,0.6,0.53,0.77,0.51
36,0.7,0.6,0.75,0.5
36,0.8,0.68,0.74,0.51
36,0.9,0.8,0.73,0.51
36,1.0,0.86,0.72,0.52
22,0.1,3.23,1.0,0.36
22,0.2,5.79,1.0,0.34
22,0.3,8.21,1.0,0.38
22,0.4,6.75,None,None
