A,p,t,R_train_A_p,R_validation_A_p
0,0.1,3.58,0.67,0.28
0,0.1,3.58,0.67,0.28
1,0.1,9.44,1.0,0.24
1,0.1,9.44,1.0,0.24
2,0.1,0.48,1.0,0.19
2,0.1,0.48,1.0,0.19
3,0.1,0.5,1.0,0.19
3,0.1,0.5,1.0,0.19
4,0.1,0.69,1.0,0.19
4,0.1,0.69,1.0,0.19
5,0.1,5.68,0.69,0.28
5,0.1,5.68,0.69,0.28
6,0.1,12.04,1.0,0.22
6,0.1,12.04,1.0,0.22
7,0.1,0.28,1.0,0.2
7,0.1,0.28,1.0,0.2
8,0.1,0.65,1.0,0.2
8,0.1,0.65,1.0,0.2
9,0.1,0.79,1.0,0.2
9,0.1,0.79,1.0,0.2
10,0.1,13.11,1.0,0.16
10,0.1,13.11,1.0,0.16
11,0.1,19.23,1.0,0.21
11,0.1,19.23,1.0,0.21
12,0.1,37.42,1.0,0.23
12,0.1,37.42,1.0,0.23
13,0.1,12.65,1.0,0.28
13,0.1,12.65,1.0,0.28
14,0.1,34.51,1.0,0.28
14,0.1,34.51,1.0,0.28
15,0.1,18.18,1.0,0.16
15,0.1,18.18,1.0,0.16
16,0.1,8.23,0.78,0.21
16,0.1,8.23,0.78,0.21
17,0.1,21.79,0.66,0.24
17,0.1,21.79,0.66,0.24
18,0.1,20.83,0.54,0.29
18,0.1,20.83,0.54,0.29
19,0.1,33.35,0.48,0.3
19,0.1,33.35,0.48,0.3
20,0.1,73.85,0.65,0.39
20,0.1,73.85,0.65,0.39
21,0.1,94.06,0.65,0.39
21,0.1,94.06,0.65,0.39
22,0.1,71.39,0.66,0.4
22,0.1,71.39,0.66,0.4
23,0.1,57.35,0.63,0.42
23,0.1,57.35,0.63,0.42
24,0.1,45.09,0.65,0.39
24,0.1,45.09,0.65,0.39
25,0.1,9.66,None,None
