A,p,t,R_train_A_p,R_validation_A_p
30,0.1,1.32,0.33,0.34
30,0.2,2.35,0.33,0.35
30,0.3,3.44,0.35,0.36
30,0.4,4.56,0.34,0.36
30,0.5,5.74,0.34,0.35
30,0.6,6.81,0.34,0.35
30,0.7,8.02,0.35,0.35
30,0.8,9.12,0.35,0.35
30,0.9,9.72,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,11.38,0.35,0.35
30,1.0,10.92,None,None
